,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,treatment,error
0,-2.1712612066011223,-0.374413732784726,0.5564441126531812,-0.13794901566918627,-0.5655306232511403,1.9375270059962677,1.165561389174328,1.6767734131951841,1.67707999255768,3.2630769269364865,0.0,-0.012409696722099498
1,1.9946908931671716,0.2837973630138825,0.6996556735738868,0.6571927430598701,1.3008869129540404,4.32220774762362,-1.3286258986241262,-0.008589829602854471,2.501160193945494,0.35697952163813795,0.0,-0.003129467850342241
2,0.5659569961039841,0.3590752712759219,1.2740641975847544,1.0803082855209478,-0.455067930900242,-0.9732535536474287,0.5245348943174885,2.2775905884342005,2.1359318529481675,1.7842952610975327,0.0,-0.008489467917485002
3,-3.012589427836184,-0.49969037463675936,1.2152592136115827,0.8538609419551637,-0.43472866118199,2.5849198127713118,1.137515203900252,-1.1003002123384784,2.397013651658983,-0.08399551351516665,0.0,0.023779525946261284
4,-1.1572005039370727,0.23744916146849232,0.61990821900837,1.628542566752588,-0.8172848011234249,-0.9557634900318519,1.5459968687981123,-2.6112187492513055,1.7330132288101763,-2.0267715304146785,0.0,0.006575006240419146
5,3.302873074194302,-0.934249906625275,0.8881399590387293,0.30011843695040297,0.1382493402851954,0.19286803394362173,2.0001575095524364,0.4020644756162274,2.983033845724857,1.5243002301246409,0.0,0.002130868919290393
6,-4.853358486786148,-0.10132945358277698,1.115871813731101,1.1613828792847523,-0.021089638776019652,-0.6390443747409176,1.3542687129365292,0.6914714140689977,3.740230036948158,-2.2843819304089865,0.0,-0.004909703125110622
7,-0.8578252577123545,-0.5671240131391707,1.0981233145026734,-0.6693900803181878,0.1951621869380099,-0.16791989587286094,-0.057532215606099335,2.9300112824921687,0.43575031384845886,2.6201063003477225,0.0,-0.010815103951097325
8,2.531872517411068,-0.40384967009857575,0.5932082006979043,0.8528764182500954,0.1234338482463242,2.558324094134606,0.8069576085975415,-0.9391473152951813,1.7202502300691063,0.8605482959947081,0.0,4.8011071885538414e-05
9,-1.7334808045302035,-0.6380386760721748,1.0650024205409603,0.04277349257247326,-1.8689768634536934,1.5069436286666908,2.6874904086509854,0.691514593637914,2.742957090045027,-0.8029912713957432,0.0,-0.0036079657416981524
10,-1.3577723032441087,0.2768131976694924,0.848036842293858,0.08999651643383846,0.7786163344528234,-1.4745189986024163,2.3438640023085133,1.595250130840801,3.2802933431667647,0.3522313007095953,0.0,0.0001201942723019839
11,-0.18941793787378225,0.2769372352159338,1.299666976236478,1.2354434242405683,-1.6707317234658434,-1.2947945907483895,0.6447532962389101,0.36042593349089724,1.2516055350662536,-1.8441692857960676,0.0,0.009297868313059085
12,2.9827792522485757,-0.3456002226663888,0.9499550568372406,0.9264791575202076,-0.36078809962958985,4.015831801861038,0.8549261818939453,0.33553040602284845,2.1744864940649014,-1.2009249709163128,0.0,-0.0017704755697934558
