,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,treatment,error,design1_y,design2_y
0,-0.13027567239606733,-0.04976549311389039,0.7940892621029321,0.15797011082189125,0.8304339545980133,0.9323082110088917,0.22246920191461775,0.20108967017312881,0.5487761840567927,0.8176533613849197,0.0,-0.012079603567115158,-0.09441401478002237,2.6127013522096343
1,0.1196814535900303,0.213518945205553,0.6897664572788168,0.9332375346818389,1.699820537134628,3.7473151263913995,0.44041536481276994,0.20972902395472276,0.9637218115103016,7.540477728498702,0.0,-0.013532283022366247,0.2299070255806943,7.056607372464317
2,0.03395741976623905,0.2436301085103688,1.7567897020928416,0.5093858353738439,1.9896088977986595,2.818948346494625,0.6085589767889684,0.24718397740590603,0.44252290144155826,4.141401555966878,0.0,-0.00152164779738425,0.2505978156545443,7.073211133962586
3,-0.18075536567017103,-0.09987614985470375,2.0316623789452914,0.8207773197026,1.1831603683326355,0.31495113943316405,0.4392150672828205,0.03465473437532944,0.38669170060690955,0.14713941956289742,0.0,-0.009022609208817126,-0.15408760048106362,4.201212839442436
4,-0.06943203023622437,0.19497966458739693,0.8291968506729519,0.9893417848967182,0.03768680647758216,2.9602472915224833,0.550352251650726,0.38159583790993673,0.9942004322250638,5.076362130208534,0.0,-0.0003639152046845049,0.17725774182365633,4.781392803246939
5,0.19817238445165813,-0.27369996265011,0.41958655056204824,0.7227556059231282,1.4360120868064556,2.0185826065023824,0.18422708164158086,0.2137496924605111,0.4887124464303392,3.8504151738810535,0.0,0.0030913687240477,-0.22106549781314777,4.463178237193008
6,-0.29120150920716886,0.05946821856688921,2.3746016279057596,0.01738124860644793,2.4258668197900106,0.8477766824635852,0.39933670114090175,0.15301504946609215,0.060050109961120576,0.8498912594906384,0.0,0.005359548693126571,-0.007972610041776424,5.525385172855344
7,-0.05146951546274127,-0.1268496052556683,2.8253485892680494,0.29078856901533406,0.20576855188457666,2.5019415774709737,0.30921775868588564,0.171592822970937,0.004909337821719298,0.49289576285402137,0.0,-0.01153002589502214,-0.15124701001637575,5.723157701384707
8,0.15191235104466408,-0.06153986803943032,1.1648486984469086,0.3833970056520884,3.6858908966690915,2.5181959459999192,0.8860714003980747,0.004623310564569459,0.09742102646280866,2.0107966169595475,0.0,-0.006517673021278222,-0.030079453299542522,7.715044939727013
9,-0.1040088482718122,-0.15521547042886993,0.43066209325614985,0.960683863577365,2.176355776959042,2.462163755466792,0.41959173116606635,0.0006676839621302852,0.8431458365647531,1.167687230914701,0.0,-0.011359163665538526,-0.19257684616236148,5.888894166243469
10,-0.08146633819464652,0.21072527906779698,2.2979956321653185,0.12943035114422097,1.2326379504591078,1.847267678083691,0.026320044601012636,1.2943507838628427,0.20756607853274975,1.6446220172073183,0.0,0.0034999664645273204,0.19385866098366267,5.470098409219543
11,-0.011365076272426935,0.2107748940863735,0.6601645782815151,0.9053399384436779,1.9365161733921754,1.1235836666568817,0.7796822708571234,0.33932748925528516,0.9738668672526678,3.4290142249666933,0.0,-0.002144379029010706,0.20578924598925605,4.617777439609027
12,0.17896675513491453,-0.038240089066555516,3.764320696468987,0.47876585867933963,0.7252119306503828,2.1182994940587476,0.08886321189643952,0.001199533989094611,0.009890150772204585,1.8663812464082712,0.0,-0.0022131044091672518,0.0042884953080058645,7.065264830915013
13,-0.07666823960215811,0.17511646128871972,0.4653433177249845,0.6854312406208489,1.143028230975792,0.45896750122465246,0.48978421963534435,0.7189532616433345,0.5102594634645031,1.748390132066473,0.0,0.009154679676572198,0.16510408106475236,2.7235908504217705
14,-0.053277835157527854,0.15225451062707507,4.226637244994048,0.6116063481860264,0.5617680633902209,4.129002805845445,0.1418952136666883,0.29916292785122645,0.009673661506284695,4.178859399184136,0.0,0.009949925949325282,0.14888497778701837,9.512325470786303
